,v2_term_x,description,v3_term,v2_term_y,unk,icd10_term,snomed_concept_id
3143,16CA.,Mechanical low back pain,Y7CpN,16CA.,Xa0wu,M545,271857006
3144,1A53.,C/O - loin pain,YM1iz,1A53.,XM0Cp,M545,271857006
3145,1A53.,C/O - lumbar pain,YM1j0,1A53.,XM0Cq,M545,271857006
3146,25C..,O/E - lumbar pain on palpation,YM09k,25C..,XM1NI,M545,271857006
3147,25E5.,O/E - rebound - R.lumbar,YM0AF,.25E5,25E5.,M545,271857006
3148,25E7.,O/E - rebound - L.lumbar,YM0AH,.25E7,25E7.,M545,271857006
3149,N142.,Pain in lumbar spine,Y7CpJ,N142.,XE1FB,M545,271857006
3150,N142.,Low back pain,Y7CpH,.M3Z5,Xa0wt,M545,271857006
3151,N142.,Low back pain,Y7CpH,N142.,Xa0wt,M545,271857006
3152,N142.,Low back pain,Y7CpH,XE1FB,Xa0wt,M545,271857006
3153,N142.,Lumbalgia,Y7CpM,N142.,Xa0wt,M545,271857006
3154,N142.,Acute back pain - lumbar,YM1kg,N142.,Xa0sM,M545,271857006
3155,N142.,Lumbago,Y7CpQ,.M3Z3,Xa0wt,M545,271857006
3156,N142.,Lumbago,Y7CpQ,N142.,Xa0wt,M545,271857006
3157,N142.,Lumbago,Y7CpQ,XE1FB,Xa0wt,M545,271857006
3158,16C..,Backache symptom,Y7Cp6,.16C.,XM1GI,M548,302934007
3159,16C..,Backache symptom,Y7Cp6,.16C.,XM1GI,M548,564151000000108
3160,16C..,Backache symptom,Y7Cp6,.16C.,16C..,M548,302934007
3161,16C..,Backache symptom,Y7Cp6,.16C.,16C..,M548,564151000000108
3162,16C2.,Backache,Y7Cp5,.16C.,XM1GI,M548,302934007
3163,16C2.,Backache,Y7Cp5,.16C.,XM1GI,M548,564151000000108
3164,16C2.,Backache,Y7Cp5,.16C2,XM1GI,M548,302934007
3165,16C2.,Backache,Y7Cp5,.16C2,XM1GI,M548,564151000000108
3166,16C3.,Backache with radiation,Y7CpE,.16C3,16C3.,M548,302934007
3167,16C3.,Backache with radiation,Y7CpE,.16C3,16C3.,M548,564151000000108
3168,16C7.,C/O - upper back ache,YaYSd,.16C7,16C7.,M548,302934007
3169,16C7.,C/O - upper back ache,YaYSd,.16C7,16C7.,M548,564151000000108
3170,N14A.,Neurogenic claudication,YaXOg,N14A.,Xa9Fy,M548,302934007
3171,N14A.,Neurogenic claudication,YaXOg,N14A.,Xa9Fy,M548,564151000000108
3172,N14y.,Other back symptoms,Y70nW,N14y.,XE1FH,M548,302934007
3173,N14y.,Other back symptoms,Y70nW,N14y.,XE1FH,M548,564151000000108
3174,16C..,Backache symptom,Y7Cp6,.16C.,XM1GI,F454,162310002
3175,16C..,Backache symptom,Y7Cp6,.16C.,XM1GI,F454,162307009
3177,16C..,Backache symptom,Y7Cp6,.16C.,XM1GI,F454,299446004
3178,16C..,Backache symptom,Y7Cp6,.16C.,XM1GI,F454,299554004
3179,16C..,Backache symptom,Y7Cp6,.16C.,16C..,F454,162310002
3180,16C..,Backache symptom,Y7Cp6,.16C.,16C..,F454,162307009
3182,16C..,Backache symptom,Y7Cp6,.16C.,16C..,F454,299446004
3183,16C..,Backache symptom,Y7Cp6,.16C.,16C..,F454,299554004
3184,16C2.,Backache,Y7Cp5,.16C.,XM1GI,F454,162310002
3185,16C2.,Backache,Y7Cp5,.16C.,XM1GI,F454,162307009
3187,16C2.,Backache,Y7Cp5,.16C.,XM1GI,F454,299446004
3188,16C2.,Backache,Y7Cp5,.16C.,XM1GI,F454,299554004
3189,16C2.,Backache,Y7Cp5,.16C2,XM1GI,F454,162310002
3190,16C2.,Backache,Y7Cp5,.16C2,XM1GI,F454,162307009
3192,16C2.,Backache,Y7Cp5,.16C2,XM1GI,F454,299446004
3193,16C2.,Backache,Y7Cp5,.16C2,XM1GI,F454,299554004
3194,16C2.,Backache,Y7Cp5,.16C.,16C2.,F454,162310002
3195,16C2.,Backache,Y7Cp5,.16C.,16C2.,F454,162307009
3197,16C2.,Backache,Y7Cp5,.16C.,16C2.,F454,299446004
3198,16C2.,Backache,Y7Cp5,.16C.,16C2.,F454,299554004
3199,16C2.,Backache,Y7Cp5,.16C2,16C2.,F454,162310002
3200,16C2.,Backache,Y7Cp5,.16C2,16C2.,F454,162307009
3202,16C2.,Backache,Y7Cp5,.16C2,16C2.,F454,299446004
3203,16C2.,Backache,Y7Cp5,.16C2,16C2.,F454,299554004
3204,16C2.,Backache,Y7Cp5,16C..,16C2.,F454,162310002
3205,16C2.,Backache,Y7Cp5,16C..,16C2.,F454,162307009
3207,16C2.,Backache,Y7Cp5,16C..,16C2.,F454,299446004
3208,16C2.,Backache,Y7Cp5,16C..,16C2.,F454,299554004
3209,16C8.,Exacerbation of backache,Yakmg,.16C8,XaINe,F454,162310002
3210,16C8.,Exacerbation of backache,Yakmg,.16C8,XaINe,F454,162307009
3212,16C8.,Exacerbation of backache,Yakmg,.16C8,XaINe,F454,299446004
3213,16C8.,Exacerbation of backache,Yakmg,.16C8,XaINe,F454,299554004
3214,16C8.,Exacerbation of backache,Yakmg,16C8.,XaINe,F454,162310002
3215,16C8.,Exacerbation of backache,Yakmg,16C8.,XaINe,F454,162307009
3217,16C8.,Exacerbation of backache,Yakmg,16C8.,XaINe,F454,299446004
3218,16C8.,Exacerbation of backache,Yakmg,16C8.,XaINe,F454,299554004
3219,16CZ.,Backache symptom NOS,Y7CpC,.16CZ,16CZ.,F454,162310002
3220,16CZ.,Backache symptom NOS,Y7CpC,.16CZ,16CZ.,F454,162307009
3222,16CZ.,Backache symptom NOS,Y7CpC,.16CZ,16CZ.,F454,299446004
3223,16CZ.,Backache symptom NOS,Y7CpC,.16CZ,16CZ.,F454,299554004
3224,1823.,Precordial pain,Y7CmL,.1823,1823.,F454,162310002
3225,1823.,Precordial pain,Y7CmL,.1823,1823.,F454,162307009
3227,1823.,Precordial pain,Y7CmL,.1823,1823.,F454,299446004
3228,1823.,Precordial pain,Y7CmL,.1823,1823.,F454,299554004
3229,1A57.,Pain in testicle,Y7Ckv,.1A57,1A57.,F454,162310002
3230,1A57.,Pain in testicle,Y7Ckv,.1A57,1A57.,F454,162307009
3232,1A57.,Pain in testicle,Y7Ckv,.1A57,1A57.,F454,299446004
3233,1A57.,Pain in testicle,Y7Ckv,.1A57,1A57.,F454,299554004
3234,1A57.,Testicular pain,Y7Cku,.1A57,1A57.,F454,162310002
3235,1A57.,Testicular pain,Y7Cku,.1A57,1A57.,F454,162307009
3237,1A57.,Testicular pain,Y7Cku,.1A57,1A57.,F454,299446004
3238,1A57.,Testicular pain,Y7Cku,.1A57,1A57.,F454,299554004
3239,1A57.,Testicular pain,Y7Cku,K28y8,1A57.,F454,162310002
3240,1A57.,Testicular pain,Y7Cku,K28y8,1A57.,F454,162307009
3242,1A57.,Testicular pain,Y7Cku,K28y8,1A57.,F454,299446004
3243,1A57.,Testicular pain,Y7Cku,K28y8,1A57.,F454,299554004
3244,1A57.,Testicular pain,Y7Cku,X75rJ,1A57.,F454,162310002
3245,1A57.,Testicular pain,Y7Cku,X75rJ,1A57.,F454,162307009
3247,1A57.,Testicular pain,Y7Cku,X75rJ,1A57.,F454,299446004
3248,1A57.,Testicular pain,Y7Cku,X75rJ,1A57.,F454,299554004
3249,K28y8,Testicular pain,Y7Cku,.1A57,1A57.,F454,162310002
3250,K28y8,Testicular pain,Y7Cku,.1A57,1A57.,F454,162307009
3252,K28y8,Testicular pain,Y7Cku,.1A57,1A57.,F454,299446004
3253,K28y8,Testicular pain,Y7Cku,.1A57,1A57.,F454,299554004
3254,K28y8,Testicular pain,Y7Cku,K28y8,1A57.,F454,162310002
3255,K28y8,Testicular pain,Y7Cku,K28y8,1A57.,F454,162307009
3257,K28y8,Testicular pain,Y7Cku,K28y8,1A57.,F454,299446004
3258,K28y8,Testicular pain,Y7Cku,K28y8,1A57.,F454,299554004
3259,K28y8,Testicular pain,Y7Cku,X75rJ,1A57.,F454,162310002
3260,K28y8,Testicular pain,Y7Cku,X75rJ,1A57.,F454,162307009
3262,K28y8,Testicular pain,Y7Cku,X75rJ,1A57.,F454,299446004
3263,K28y8,Testicular pain,Y7Cku,X75rJ,1A57.,F454,299554004
3264,1A58.,Pain in female genitalia,Y7Ckt,.1A58,1A58.,F454,162310002
3265,1A58.,Pain in female genitalia,Y7Ckt,.1A58,1A58.,F454,162307009
3267,1A58.,Pain in female genitalia,Y7Ckt,.1A58,1A58.,F454,299446004
3268,1A58.,Pain in female genitalia,Y7Ckt,.1A58,1A58.,F454,299554004
3269,1A58.,Female genital pain,Y7Cks,.1A58,1A58.,F454,162310002
3270,1A58.,Female genital pain,Y7Cks,.1A58,1A58.,F454,162307009
3272,1A58.,Female genital pain,Y7Cks,.1A58,1A58.,F454,299446004
3273,1A58.,Female genital pain,Y7Cks,.1A58,1A58.,F454,299554004
3274,1A58.,Female genital pain,Y7Cks,X75rI,1A58.,F454,162310002
3275,1A58.,Female genital pain,Y7Cks,X75rI,1A58.,F454,162307009
3277,1A58.,Female genital pain,Y7Cks,X75rI,1A58.,F454,299446004
3278,1A58.,Female genital pain,Y7Cks,X75rI,1A58.,F454,299554004
3279,1A5B.,Pain in penis,Ya5JZ,.1A5B,Xa35g,F454,162310002
3280,1A5B.,Pain in penis,Ya5JZ,.1A5B,Xa35g,F454,162307009
3282,1A5B.,Pain in penis,Ya5JZ,.1A5B,Xa35g,F454,299446004
3283,1A5B.,Pain in penis,Ya5JZ,.1A5B,Xa35g,F454,299554004
3284,1A5B.,Pain in penis,Ya5JZ,1A5B.,Xa35g,F454,162310002
3285,1A5B.,Pain in penis,Ya5JZ,1A5B.,Xa35g,F454,162307009
3287,1A5B.,Pain in penis,Ya5JZ,1A5B.,Xa35g,F454,299446004
3288,1A5B.,Pain in penis,Ya5JZ,1A5B.,Xa35g,F454,299554004
3289,1A5C.,Pain in scrotum,YaVez,.1A5C,Xa85R,F454,162310002
3290,1A5C.,Pain in scrotum,YaVez,.1A5C,Xa85R,F454,162307009
3292,1A5C.,Pain in scrotum,YaVez,.1A5C,Xa85R,F454,299446004
3293,1A5C.,Pain in scrotum,YaVez,.1A5C,Xa85R,F454,299554004
3294,1A5C.,Pain in scrotum,YaVez,1A5C.,Xa85R,F454,162310002
3295,1A5C.,Pain in scrotum,YaVez,1A5C.,Xa85R,F454,162307009
3297,1A5C.,Pain in scrotum,YaVez,1A5C.,Xa85R,F454,299446004
3298,1A5C.,Pain in scrotum,YaVez,1A5C.,Xa85R,F454,299554004
3299,1B1G.,Headache,Y7ClS,.1B1G,XE0rh,F454,162310002
3300,1B1G.,Headache,Y7ClS,.1B1G,XE0rh,F454,162307009
3302,1B1G.,Headache,Y7ClS,.1B1G,XE0rh,F454,299446004
3303,1B1G.,Headache,Y7ClS,.1B1G,XE0rh,F454,299554004
3304,1B1G.,Headache,Y7ClS,1B1G.,XE0rh,F454,162310002
3305,1B1G.,Headache,Y7ClS,1B1G.,XE0rh,F454,162307009
3307,1B1G.,Headache,Y7ClS,1B1G.,XE0rh,F454,299446004
3308,1B1G.,Headache,Y7ClS,1B1G.,XE0rh,F454,299554004
3309,1B1G.,C/O - a headache,YM1if,.1B1G,XE0rh,F454,162310002
3310,1B1G.,C/O - a headache,YM1if,.1B1G,XE0rh,F454,162307009
3312,1B1G.,C/O - a headache,YM1if,.1B1G,XE0rh,F454,299446004
3313,1B1G.,C/O - a headache,YM1if,.1B1G,XE0rh,F454,299554004
3314,1B1G.,Cephalgia,Y7ClR,.1B1G,XE0rh,F454,162310002
3315,1B1G.,Cephalgia,Y7ClR,.1B1G,XE0rh,F454,162307009
3317,1B1G.,Cephalgia,Y7ClR,.1B1G,XE0rh,F454,299446004
3318,1B1G.,Cephalgia,Y7ClR,.1B1G,XE0rh,F454,299554004
3319,1B1G.,Cephalgia,Y7ClR,1B1G.,XE0rh,F454,162310002
3320,1B1G.,Cephalgia,Y7ClR,1B1G.,XE0rh,F454,162307009
3322,1B1G.,Cephalgia,Y7ClR,1B1G.,XE0rh,F454,299446004
3323,1B1G.,Cephalgia,Y7ClR,1B1G.,XE0rh,F454,299554004
3324,1BA4.,Bilateral headache,Y7Cle,.1BA4,1BA4.,F454,162310002
3325,1BA4.,Bilateral headache,Y7Cle,.1BA4,1BA4.,F454,162307009
3327,1BA4.,Bilateral headache,Y7Cle,.1BA4,1BA4.,F454,299446004
3328,1BA4.,Bilateral headache,Y7Cle,.1BA4,1BA4.,F454,299554004
3329,1BB1.,Aching headache,Y7ClX,.1BB1,1BB1.,F454,162310002
3330,1BB1.,Aching headache,Y7ClX,.1BB1,1BB1.,F454,162307009
3332,1BB1.,Aching headache,Y7ClX,.1BB1,1BB1.,F454,299446004
3333,1BB1.,Aching headache,Y7ClX,.1BB1,1BB1.,F454,299554004
3334,1M00.,Pain in elbow,Ya5JM,.1M00,Xa35V,F454,162310002
3335,1M00.,Pain in elbow,Ya5JM,.1M00,Xa35V,F454,162307009
3337,1M00.,Pain in elbow,Ya5JM,.1M00,Xa35V,F454,299446004
3338,1M00.,Pain in elbow,Ya5JM,.1M00,Xa35V,F454,299554004
3339,1M00.,Pain in elbow,Ya5JM,1M00.,Xa35V,F454,162310002
3340,1M00.,Pain in elbow,Ya5JM,1M00.,Xa35V,F454,162307009
3342,1M00.,Pain in elbow,Ya5JM,1M00.,Xa35V,F454,299446004
3343,1M00.,Pain in elbow,Ya5JM,1M00.,Xa35V,F454,299554004
3344,1M00.,Elbow pain,YSWeZ,1M00.,Xa35V,F454,162310002
3345,1M00.,Elbow pain,YSWeZ,1M00.,Xa35V,F454,162307009
3347,1M00.,Elbow pain,YSWeZ,1M00.,Xa35V,F454,299446004
3348,1M00.,Elbow pain,YSWeZ,1M00.,Xa35V,F454,299554004
3349,1M01.,Pain in wrist,YSWec,1M01.,XSJyV,F454,162310002
3350,1M01.,Pain in wrist,YSWec,1M01.,XSJyV,F454,162307009
3352,1M01.,Pain in wrist,YSWec,1M01.,XSJyV,F454,299446004
3353,1M01.,Pain in wrist,YSWec,1M01.,XSJyV,F454,299554004
3354,1M10.,Knee pain,Ya2PS,.1M10,Xa0wx,F454,162310002
3355,1M10.,Knee pain,Ya2PS,.1M10,Xa0wx,F454,162307009
3357,1M10.,Knee pain,Ya2PS,.1M10,Xa0wx,F454,299446004
3358,1M10.,Knee pain,Ya2PS,.1M10,Xa0wx,F454,299554004
3359,1M10.,Knee pain,Ya2PS,1M10.,Xa0wx,F454,162310002
3360,1M10.,Knee pain,Ya2PS,1M10.,Xa0wx,F454,162307009
3362,1M10.,Knee pain,Ya2PS,1M10.,Xa0wx,F454,299446004
3363,1M10.,Knee pain,Ya2PS,1M10.,Xa0wx,F454,299554004
3364,26BD.,Intractable breast pain,Yah7i,.26BD,XaFwT,F454,162310002
3365,26BD.,Intractable breast pain,Yah7i,.26BD,XaFwT,F454,162307009
3367,26BD.,Intractable breast pain,Yah7i,.26BD,XaFwT,F454,299446004
3368,26BD.,Intractable breast pain,Yah7i,.26BD,XaFwT,F454,299554004
3369,26BD.,Intractable breast pain,Yah7i,26BD.,XaFwT,F454,162310002
3370,26BD.,Intractable breast pain,Yah7i,26BD.,XaFwT,F454,162307009
3372,26BD.,Intractable breast pain,Yah7i,26BD.,XaFwT,F454,299446004
3373,26BD.,Intractable breast pain,Yah7i,26BD.,XaFwT,F454,299554004
3374,26BF.,Persistent mastalgia,Yah7k,.26BF,XaFwV,F454,162310002
3375,26BF.,Persistent mastalgia,Yah7k,.26BF,XaFwV,F454,162307009
3377,26BF.,Persistent mastalgia,Yah7k,.26BF,XaFwV,F454,299446004
3378,26BF.,Persistent mastalgia,Yah7k,.26BF,XaFwV,F454,299554004
3379,26BF.,Persistent mastalgia,Yah7k,26BF.,XaFwV,F454,162310002
3380,26BF.,Persistent mastalgia,Yah7k,26BF.,XaFwV,F454,162307009
3382,26BF.,Persistent mastalgia,Yah7k,26BF.,XaFwV,F454,299446004
3383,26BF.,Persistent mastalgia,Yah7k,26BF.,XaFwV,F454,299554004
3384,26BG.,Unilateral mastalgia,Yah7l,.26BG,XaFwW,F454,162310002
3385,26BG.,Unilateral mastalgia,Yah7l,.26BG,XaFwW,F454,162307009
3387,26BG.,Unilateral mastalgia,Yah7l,.26BG,XaFwW,F454,299446004
3388,26BG.,Unilateral mastalgia,Yah7l,.26BG,XaFwW,F454,299554004
3389,26BG.,Unilateral mastalgia,Yah7l,26BG.,XaFwW,F454,162310002
3390,26BG.,Unilateral mastalgia,Yah7l,26BG.,XaFwW,F454,162307009
3392,26BG.,Unilateral mastalgia,Yah7l,26BG.,XaFwW,F454,299446004
3393,26BG.,Unilateral mastalgia,Yah7l,26BG.,XaFwW,F454,299554004
3394,E278.,Psychalgia,Y01JJ,.E4C.,E278.,F454,162310002
3395,E278.,Psychalgia,Y01JJ,.E4C.,E278.,F454,162307009
3397,E278.,Psychalgia,Y01JJ,.E4C.,E278.,F454,299446004
3398,E278.,Psychalgia,Y01JJ,.E4C.,E278.,F454,299554004
3399,E278.,Psychalgia,Y01JJ,E278.,E278.,F454,162310002
3400,E278.,Psychalgia,Y01JJ,E278.,E278.,F454,162307009
3402,E278.,Psychalgia,Y01JJ,E278.,E278.,F454,299446004
3403,E278.,Psychalgia,Y01JJ,E278.,E278.,F454,299554004
3404,Eu454,[X]Persistent somatoform pain disorder,YMB56,Eu454,XE1Zn,F454,162310002
3405,Eu454,[X]Persistent somatoform pain disorder,YMB56,Eu454,XE1Zn,F454,162307009
3407,Eu454,[X]Persistent somatoform pain disorder,YMB56,Eu454,XE1Zn,F454,299446004
3408,Eu454,[X]Persistent somatoform pain disorder,YMB56,Eu454,XE1Zn,F454,299554004
3409,K28y8,Pain in testis,Y7CkR,.J344,1A57.,F454,162310002
3410,K28y8,Pain in testis,Y7CkR,.J344,1A57.,F454,162307009
3412,K28y8,Pain in testis,Y7CkR,.J344,1A57.,F454,299446004
3413,K28y8,Pain in testis,Y7CkR,.J344,1A57.,F454,299554004
3414,K28y8,Pain in testis,Y7CkR,K28y8,1A57.,F454,162310002
3415,K28y8,Pain in testis,Y7CkR,K28y8,1A57.,F454,162307009
3417,K28y8,Pain in testis,Y7CkR,K28y8,1A57.,F454,299446004
3418,K28y8,Pain in testis,Y7CkR,K28y8,1A57.,F454,299554004
3419,K28y8,Pain in testis,Y7CkR,K28z.,1A57.,F454,162310002
3420,K28y8,Pain in testis,Y7CkR,K28z.,1A57.,F454,162307009
3422,K28y8,Pain in testis,Y7CkR,K28z.,1A57.,F454,299446004
3423,K28y8,Pain in testis,Y7CkR,K28z.,1A57.,F454,299554004
3424,K28z.,Pain in testis,Y7CkR,.J344,1A57.,F454,162310002
3425,K28z.,Pain in testis,Y7CkR,.J344,1A57.,F454,162307009
3427,K28z.,Pain in testis,Y7CkR,.J344,1A57.,F454,299446004
3428,K28z.,Pain in testis,Y7CkR,.J344,1A57.,F454,299554004
3429,K28z.,Pain in testis,Y7CkR,K28y8,1A57.,F454,162310002
3430,K28z.,Pain in testis,Y7CkR,K28y8,1A57.,F454,162307009
3432,K28z.,Pain in testis,Y7CkR,K28y8,1A57.,F454,299446004
3433,K28z.,Pain in testis,Y7CkR,K28y8,1A57.,F454,299554004
3434,K28z.,Pain in testis,Y7CkR,K28z.,1A57.,F454,162310002
3435,K28z.,Pain in testis,Y7CkR,K28z.,1A57.,F454,162307009
3437,K28z.,Pain in testis,Y7CkR,K28z.,1A57.,F454,299446004
3438,K28z.,Pain in testis,Y7CkR,K28z.,1A57.,F454,299554004
3439,N094.,Pain in joint - arthralgia,YMIHh,N094.,XE1EY,F454,162310002
3440,N094.,Pain in joint - arthralgia,YMIHh,N094.,XE1EY,F454,162307009
3442,N094.,Pain in joint - arthralgia,YMIHh,N094.,XE1EY,F454,299446004
3443,N094.,Pain in joint - arthralgia,YMIHh,N094.,XE1EY,F454,299554004
3444,N094.,Ache in joint,Y7Co3,N094.,XE1EY,F454,162310002
3445,N094.,Ache in joint,Y7Co3,N094.,XE1EY,F454,162307009
3447,N094.,Ache in joint,Y7Co3,N094.,XE1EY,F454,299446004
3448,N094.,Ache in joint,Y7Co3,N094.,XE1EY,F454,299554004
3449,N096.,Musculoskeletal pain - joints,Y7Co2,N096.,XE1EY,F454,162310002
3450,N096.,Musculoskeletal pain - joints,Y7Co2,N096.,XE1EY,F454,162307009
3452,N096.,Musculoskeletal pain - joints,Y7Co2,N096.,XE1EY,F454,299446004
3453,N096.,Musculoskeletal pain - joints,Y7Co2,N096.,XE1EY,F454,299554004
3454,R040z,[D]Pain in head NOS,YM0yh,R040z,XE2rs,F454,162310002
3455,R040z,[D]Pain in head NOS,YM0yh,R040z,XE2rs,F454,162307009
3457,R040z,[D]Pain in head NOS,YM0yh,R040z,XE2rs,F454,299446004
3458,R040z,[D]Pain in head NOS,YM0yh,R040z,XE2rs,F454,299554004
3459,16F..,Double incontinence,Y30cj,.16F.,X30C5,R32X,78459008
3460,16F..,Double incontinence,Y30cj,.16F.,X30C5,R32X,281862002
3461,16F..,Double incontinence,Y30cj,16F..,X30C5,R32X,78459008
3462,16F..,Double incontinence,Y30cj,16F..,X30C5,R32X,281862002
3463,16F0.,Functional urinary and faecal incontinence,YaxQF,16F0.,XabdN,R32X,78459008
3464,16F0.,Functional urinary and faecal incontinence,YaxQF,16F0.,XabdN,R32X,281862002
3465,1A22.,Enuresis,Y31pg,.1A22,1A22.,R32X,78459008
3466,1A22.,Enuresis,Y31pg,.1A22,1A22.,R32X,281862002
3467,1A22.,Enuresis,Y31pg,.E4B.,1A22.,R32X,78459008
3468,1A22.,Enuresis,Y31pg,.E4B.,1A22.,R32X,281862002
3469,1A220,Nocturnal enuresis,Y00S3,1A220,X008B,R32X,78459008
3470,1A220,Nocturnal enuresis,Y00S3,1A220,X008B,R32X,281862002
3471,1A220,Bedwetting,YaYTq,.E4B.,X008B,R32X,78459008
3472,1A220,Bedwetting,YaYTq,.E4B.,X008B,R32X,281862002
3473,1A220,Bedwetting,YaYTq,1A220,X008B,R32X,78459008
3474,1A220,Bedwetting,YaYTq,1A220,X008B,R32X,281862002
3475,1A221,Daytime enuresis,Ya3hW,1A221,Xa1uP,R32X,78459008
3476,1A221,Daytime enuresis,Ya3hW,1A221,Xa1uP,R32X,281862002
3477,1A23.,Incontinence of urine,Y31ph,.1A23,1A23.,R32X,78459008
3478,1A23.,Incontinence of urine,Y31ph,.1A23,1A23.,R32X,281862002
3479,1A230,Functional urinary incontinence,YaxQ5,1A230,XabdF,R32X,78459008
3480,1A230,Functional urinary incontinence,YaxQ5,1A230,XabdF,R32X,281862002
3481,3940.,Bladder: incontinent,Y7GLr,.3940,3940.,R32X,78459008
3482,3940.,Bladder: incontinent,Y7GLr,.3940,3940.,R32X,281862002
3483,M1295,Incontinence-associated dermatitis,YavvD,M1295,XaYX9,R32X,78459008
3484,M1295,Incontinence-associated dermatitis,YavvD,M1295,XaYX9,R32X,281862002
3485,M1295,Moisture lesion,YavvE,M1295,XaYX9,R32X,78459008
3486,M1295,Moisture lesion,YavvE,M1295,XaYX9,R32X,281862002
3487,16F..,Double incontinence,Y30cj,.16F.,X30C5,R15X,48340000
3488,16F..,Double incontinence,Y30cj,.16F.,X30C5,R15X,207141009
3489,16F..,Double incontinence,Y30cj,16F..,X30C5,R15X,48340000
3490,16F..,Double incontinence,Y30cj,16F..,X30C5,R15X,207141009
3491,16F0.,Functional urinary and faecal incontinence,YaxQF,16F0.,XabdN,R15X,48340000
3492,16F0.,Functional urinary and faecal incontinence,YaxQF,16F0.,XabdN,R15X,207141009
3493,19E2.,Soiling - encopresis,YM1eD,.19E2,XE0rF,R15X,48340000
3494,19E2.,Soiling - encopresis,YM1eD,.19E2,XE0rF,R15X,207141009
3495,19E2.,Soiling - encopresis,YM1eD,19E2.,XE0rF,R15X,48340000
3496,19E2.,Soiling - encopresis,YM1eD,19E2.,XE0rF,R15X,207141009
3497,19E2.,Encopresis symptom,Ya158,.19E2,Xa1dk,R15X,48340000
3498,19E2.,Encopresis symptom,Ya158,.19E2,Xa1dk,R15X,207141009
3499,19E2.,Encopresis symptom,Ya158,19E2.,Xa1dk,R15X,48340000
3500,19E2.,Encopresis symptom,Ya158,19E2.,Xa1dk,R15X,207141009
3501,19E3.,Incontinent of faeces,YMJgl,.19E3,XE0rG,R15X,48340000
3502,19E3.,Incontinent of faeces,YMJgl,.19E3,XE0rG,R15X,207141009
3503,19E3.,Incontinent of faeces,YMJgl,19E3.,XE0rG,R15X,48340000
3504,19E3.,Incontinent of faeces,YMJgl,19E3.,XE0rG,R15X,207141009
3505,19E3.,Incontinent of faeces symptom,YM1lN,19E3.,XE0rG,R15X,48340000
3506,19E3.,Incontinent of faeces symptom,YM1lN,19E3.,XE0rG,R15X,207141009
3507,19F3.,Spurious (overflow) diarrhoea,YMJgm,.19F3,19F3.,R15X,48340000
3508,19F3.,Spurious (overflow) diarrhoea,YMJgm,.19F3,19F3.,R15X,207141009
3509,19F3.,Spurious (overflow) diarrhoea,YMJgm,19F3.,19F3.,R15X,48340000
3510,19F3.,Spurious (overflow) diarrhoea,YMJgm,19F3.,19F3.,R15X,207141009
3511,3930.,Bowels: incontinent,Y7GLl,.3930,XE0rG,R15X,48340000
3512,3930.,Bowels: incontinent,Y7GLl,.3930,XE0rG,R15X,207141009
3513,3930.,Bowels: incontinent,Y7GLl,3930.,XE0rG,R15X,48340000
3514,3930.,Bowels: incontinent,Y7GLl,3930.,XE0rG,R15X,207141009
3515,3931.,Bowels: occasional accident,Y7GLm,.3931,3931.,R15X,48340000
3516,3931.,Bowels: occasional accident,Y7GLm,.3931,3931.,R15X,207141009
3517,E2643,Spurious diarrhoea,Y30c5,E2643,19F3.,R15X,48340000
3518,E2643,Spurious diarrhoea,Y30c5,E2643,19F3.,R15X,207141009
3519,E2643,Spurious diarrhoea,Y30c5,J5201,19F3.,R15X,48340000
3520,E2643,Spurious diarrhoea,Y30c5,J5201,19F3.,R15X,207141009
3521,M1295,Incontinence-associated dermatitis,YavvD,M1295,XaYX9,R15X,48340000
3522,M1295,Incontinence-associated dermatitis,YavvD,M1295,XaYX9,R15X,207141009
3523,M1295,Moisture lesion,YavvE,M1295,XaYX9,R15X,48340000
3524,M1295,Moisture lesion,YavvE,M1295,XaYX9,R15X,207141009
3525,16J0.,Swollen calf,Ya3do,.16J0,Xa1sY,M798,299416002
3526,16J0.,Swollen calf,Ya3do,.16J0,Xa1sY,M798,239972001
3527,16J0.,Swollen calf,Ya3do,16J0.,Xa1sY,M798,299416002
3528,16J0.,Swollen calf,Ya3do,16J0.,Xa1sY,M798,239972001
3529,16J1.,Swollen toe,Ya1nn,.16J1,Xa0YT,M798,299416002
3530,16J1.,Swollen toe,Ya1nn,.16J1,Xa0YT,M798,239972001
3531,16J1.,Swollen toe,Ya1nn,16J1.,Xa0YT,M798,299416002
3532,16J1.,Swollen toe,Ya1nn,16J1.,Xa0YT,M798,239972001
3533,16J2.,Swollen thumb,Yagy2,.16J2,XaFo3,M798,299416002
3534,16J2.,Swollen thumb,Yagy2,.16J2,XaFo3,M798,239972001
3535,16J2.,Swollen thumb,Yagy2,16J2.,XaFo3,M798,299416002
3536,16J2.,Swollen thumb,Yagy2,16J2.,XaFo3,M798,239972001
3537,16J6.,Swollen hand,YalA9,.16J6,Xa76B,M798,299416002
3538,16J6.,Swollen hand,YalA9,.16J6,Xa76B,M798,239972001
3539,16J6.,Swollen hand,YalA9,16J6.,Xa76B,M798,299416002
3540,16J6.,Swollen hand,YalA9,16J6.,Xa76B,M798,239972001
3541,16J7.,Swollen foot,YaTd0,.16J7,Xa6Ya,M798,299416002
3542,16J7.,Swollen foot,YaTd0,.16J7,Xa6Ya,M798,239972001
